CountyFIPS,Length,CountyFIPS_Final,% below 18 years of age raw value,State FIPS Code,Diabetes prevalence raw value,Unemployment raw value,% rural raw value,Adult obesity raw value,Adult smoking raw value,Frequent mental distress raw value,High school completion raw value,Life_Expectancy_3Cat,Life_Expectancy_2Cat,Median household income raw value,Physical inactivity raw value,Population raw value,Uninsured raw value,Cat_Unemploy,Cat_pop,Cat_Income,Life expectancy raw value
48157,5,48157,0.2705839901,48,0.113,0.0773215714,0.0553576767,0.302,0.117,0.109,0.9075268648,High,High,97210,0.256,839706,0.1498597073,High Unemployment,V Large,>60k,82.344804089
48161,5,48161,0.2259233169,48,0.128,0.0831758034,0.6647658458,0.382,0.208,0.161,0.8176191162,Low,Low,54502,0.326,19874,0.2081810514,High Unemployment,Small-Medium,50-60k,74.924816368
48171,5,48171,0.1956231454,48,0.102,0.0478703355,0.5365382293,0.331,0.154,0.132,0.8969003728,High,High,64365,0.269,26960,0.2415351087,Low Unemployment,Large,>60k,80.508571057
48175,5,48175,0.2019407291,48,0.123,0.0771907624,1,0.369,0.168,0.143,0.8226106359,High,High,54970,0.311,7626,0.1701906412,High Unemployment,Small-Medium,50-60k,80.596379762
48179,5,48179,0.2485917444,48,0.132,0.0813311063,0.1938761926,0.376,0.202,0.158,0.7972630859,Low,Low,54141,0.343,21658,0.2385499665,High Unemployment,Small-Medium,50-60k,73.990029264
48183,5,48183,0.255536147,48,0.128,0.0827720322,0.1336235932,0.392,0.195,0.159,0.8459879045,Low,Low,51394,0.319,124229,0.223919431,High Unemployment,Large,50-60k,74.648866728
48187,5,48187,0.2448771453,48,0.115,0.0611958814,0.2616225586,0.367,0.146,0.127,0.8880890538,High,High,78909,0.281,170608,0.1589930441,High Unemployment,Large,>60k,79.481140235
48189,5,48189,0.2661964951,48,0.143,0.0675629968,0.2309982632,0.39,0.171,0.142,0.7493440871,Low,Low,46589,0.349,32754,0.2409225675,High Unemployment,Large,<50k,74.617840893
48195,5,48195,0.2926690661,48,0.148,0.0347721823,0.4033493675,0.399,0.198,0.161,0.7147550777,High,High,61059,0.373,5279,0.2963288635,Low Unemployment,Small-Medium,>60k,78.934840682
48201,5,48201,0.2627571808,48,0.132,0.0891109794,0.0121328033,0.346,0.154,0.131,0.8183819396,High,High,61906,0.277,4738253,0.2415500537,High Unemployment,V Large,>60k,79.173367869
48205,5,48205,0.2109130994,48,0.108,0.0205089252,0.5725833058,0.346,0.167,0.128,0.8415313787,High,High,74686,0.286,5443,0.2292522597,Low Unemployment,Small-Medium,>60k,80.427638317
48209,5,48209,0.2277215006,48,0.113,0.0631883532,0.3171214523,0.334,0.131,0.127,0.9036601696,High,High,77511,0.259,241365,0.1671436632,High Unemployment,Large,>60k,80.753245582
48211,5,48211,0.3005030447,48,0.108,0.0443243243,0.2695035461,0.352,0.162,0.137,0.8226007478,High,High,65718,0.294,3777,0.2328767123,Low Unemployment,Small,>60k,80.886547539
48213,5,48213,0.2120250143,48,0.119,0.0640303855,0.6011052819,0.359,0.218,0.167,0.8491220202,Low,Low,52660,0.327,83792,0.2318591943,High Unemployment,Large,50-60k,74.581043398
48215,5,48215,0.317941042,48,0.181,0.116379466,0.0513869295,0.481,0.156,0.148,0.6692990729,High,High,46653,0.366,875200,0.3315653057,High Unemployment,V Large,<50k,79.542332271
48219,5,48219,0.2593255094,48,0.138,0.0791865805,0.3984739481,0.389,0.179,0.149,0.7559482399,Low,Low,55469,0.348,22921,0.2211861246,High Unemployment,Small-Medium,50-60k,74.52788662
48227,5,48227,0.2148330597,48,0.139,0.0809509702,0.200645493,0.394,0.187,0.146,0.8011790358,Low,Low,58445,0.352,36540,0.1913403614,High Unemployment,Large,50-60k,74.032215893
48229,5,48229,0.1983285773,48,0.188,0.0803234501,1,0.435,0.208,0.166,0.5651476252,High,High,40666,0.443,4906,0.3201820941,High Unemployment,Small,<50k,82.015824558
48233,5,48233,0.2485853847,48,0.118,0.0717882656,0.2256433409,0.367,0.194,0.155,0.8615549982,Low,Low,62536,0.313,20677,0.2021307562,High Unemployment,Small-Medium,>60k,73.605836235
48241,5,48241,0.2323957597,48,0.126,0.1120080727,0.7818538225,0.374,0.232,0.174,0.849989731,Low,Low,51153,0.326,35375,0.1763574332,High Unemployment,Large,50-60k,74.146509763
48243,5,48243,0.0630630631,48,0.12,0.0512820513,1,0.359,0.157,0.135,0.8073449729,High,High,55718,0.301,2220,0.2710755814,Low Unemployment,Small,50-60k,84.421582367
48247,5,48247,0.3013117284,48,0.183,0.0951877314,0.1739622642,0.435,0.18,0.152,0.7454031117,Low,Low,41620,0.424,5184,0.1833254382,High Unemployment,Small-Medium,<50k,74.222369441
48249,5,48249,0.2713586473,48,0.162,0.1298443604,0.4008521475,0.41,0.17,0.145,0.7816647963,Low,Low,48773,0.383,40452,0.2183716572,High Unemployment,Large,<50k,74.088218568
48259,5,48259,0.2281186242,48,0.094,0.050445238,0.5815923376,0.313,0.135,0.121,0.9405365509,High,High,103216,0.239,48523,0.167132447,Low Unemployment,Large,>60k,81.473763711
48271,5,48271,0.1926430518,48,0.165,0.0602134146,0.2045580878,0.417,0.185,0.151,0.809920222,High,High,62557,0.391,3670,0.1856786012,High Unemployment,Small,>60k,79.209949268
48273,5,48273,0.2422704199,48,0.159,0.0839426951,0.1887027853,0.409,0.156,0.141,0.790586991,Low,Low,51574,0.358,30338,0.198130169,High Unemployment,Large,50-60k,74.27505181
48275,5,48275,0.2628292153,48,0.136,0.0563961486,1,0.387,0.191,0.156,0.806661251,Low,Low,46053,0.347,3683,0.250349162,Low Unemployment,Small,<50k,73.705786795
48277,5,48277,0.2372908526,48,0.117,0.0645765091,0.470829233,0.368,0.221,0.17,0.8607372733,Low,Low,44688,0.308,49905,0.2181253001,High Unemployment,Large,<50k,73.76775026
48279,5,48279,0.2729346971,48,0.155,0.0523500191,0.5768762968,0.409,0.19,0.157,0.7580527973,Low,Low,48123,0.38,12710,0.2690540023,Low Unemployment,Small-Medium,<50k,73.743995211
48285,5,48285,0.2340225564,48,0.111,0.0524625268,0.8131651352,0.373,0.19,0.15,0.8619497082,High,High,57999,0.304,20216,0.1885718026,Low Unemployment,Small-Medium,50-60k,78.611095035
48291,5,48291,0.2787311436,48,0.128,0.106336728,0.6322726492,0.368,0.216,0.165,0.7824027378,Low,Low,61230,0.365,91547,0.227848454,High Unemployment,Large,>60k,74.220234623
48293,5,48293,0.219151671,48,0.136,0.071266292,0.5361785836,0.401,0.214,0.163,0.8318534961,Low,Low,53143,0.348,23340,0.2264717777,High Unemployment,Small-Medium,50-60k,74.567355511
48295,5,48295,0.2484731598,48,0.118,0.0415314731,1,0.362,0.173,0.142,0.8256880734,High,High,67775,0.307,3111,0.2916986933,Low Unemployment,Small,>60k,79.394017078
48297,5,48297,0.2005842259,48,0.137,0.0745605563,1,0.408,0.198,0.15,0.7763112192,High,High,54031,0.363,12324,0.2243381328,High Unemployment,Small-Medium,50-60k,79.413708672
48299,5,48299,0.1475544221,48,0.105,0.05731808,0.4517900627,0.341,0.185,0.153,0.8647576836,High,High,60706,0.283,21958,0.2329299597,Low Unemployment,Small-Medium,>60k,78.146866952
48305,5,48305,0.2707053942,48,0.151,0.054379562,0.5672020287,0.399,0.192,0.157,0.787371134,Low,Low,51003,0.371,6025,0.2116758522,Low Unemployment,Small-Medium,50-60k,73.979577091
48313,5,48313,0.2141817426,48,0.125,0.0719408337,0.6740339578,0.38,0.198,0.146,0.811859072,Low,Low,58674,0.323,14427,0.2398574274,High Unemployment,Small-Medium,50-60k,74.652354313
48315,5,48315,0.1799196787,48,0.125,0.0821821587,1,0.388,0.229,0.174,0.861107369,Low,Low,42024,0.327,9960,0.2021927951,High Unemployment,Small-Medium,<50k,74.497205249
48317,5,48317,0.3165405777,48,0.126,0.0608798115,1,0.367,0.167,0.139,0.7890164443,Low,Low,73367,0.325,5816,0.2041699449,High Unemployment,Small-Medium,>60k,72.356525868
48319,5,48319,0.2009668508,48,0.111,0.0556199305,1,0.359,0.163,0.139,0.8546148508,High,High,63120,0.285,4344,0.2935505319,Low Unemployment,Small,>60k,82.113808862
48325,5,48325,0.2281408763,48,0.128,0.0629514002,0.6155501456,0.382,0.157,0.132,0.8436831463,High,High,62600,0.32,52358,0.1822736315,High Unemployment,Large,>60k,78.215301154
48337,5,48337,0.2251778379,48,0.112,0.0662922586,0.5894315128,0.368,0.209,0.165,0.8667770261,Low,Low,56012,0.308,19962,0.2173571569,High Unemployment,Small-Medium,50-60k,73.537842462
48339,5,48339,0.2591135003,48,0.105,0.0754156228,0.2272559715,0.36,0.148,0.136,0.8918984694,High,High,85348,0.277,626351,0.172779438,High Unemployment,V Large,>60k,79.467416169
48343,5,48343,0.2283547164,48,0.125,0.1137074901,0.784212154,0.384,0.213,0.166,0.910549116,Low,Low,45122,0.323,12393,0.1872902685,High Unemployment,Small-Medium,<50k,74.077638508
48353,5,48353,0.2564880351,48,0.135,0.0527198993,0.326564143,0.382,0.186,0.152,0.8262099309,Low,Low,41720,0.343,14835,0.2049716153,Low Unemployment,Small-Medium,<50k,73.926814793
48361,5,48361,0.2495716595,48,0.111,0.1050878508,0.3517113286,0.397,0.214,0.162,0.8839042134,Low,Low,61323,0.304,82878,0.1676689019,High Unemployment,Large,>60k,74.028845526
48365,5,48365,0.2302152068,48,0.121,0.0839249762,0.7271810388,0.375,0.214,0.166,0.8404194471,Low,Low,51936,0.313,23187,0.1973943508,High Unemployment,Small-Medium,50-60k,74.114144522
48367,5,48367,0.2461571681,48,0.095,0.0588779149,0.5608456558,0.334,0.175,0.142,0.8901071838,High,High,88617,0.259,148198,0.1726056795,Low Unemployment,Large,>60k,78.302603729
48373,5,48373,0.2005660911,48,0.128,0.0872691616,0.7763856165,0.404,0.226,0.165,0.8189840604,Low,Low,47535,0.353,52995,0.2295243681,High Unemployment,Large,<50k,72.493384114
48375,5,48375,0.2692838178,48,0.147,0.0546814404,0.0899622542,0.394,0.202,0.158,0.7719429058,Low,Low,45903,0.378,116004,0.2525345622,Low Unemployment,Large,<50k,72.450408304
48377,5,48377,0.2733558697,48,0.205,0.1473228103,0.4047070862,0.45,0.212,0.176,0.4851977401,High,High,39967,0.465,6508,0.3259701493,High Unemployment,Small-Medium,<50k,87.636461094
48381,5,48381,0.2400588996,48,0.097,0.0448466427,0.1437564713,0.361,0.148,0.131,0.9299587076,High,High,71041,0.257,139899,0.1322027685,Low Unemployment,Large,>60k,78.244761658
48385,5,48385,0.1720902961,48,0.141,0.0671641791,1,0.393,0.207,0.168,0.8789888106,Low,Low,43076,0.36,3411,0.2222222222,High Unemployment,Small,<50k,74.85802305
48387,5,48387,0.1910796165,48,0.126,0.0635692068,0.7573094868,0.396,0.233,0.177,0.8896190688,Low,Low,46727,0.329,11995,0.2127947648,High Unemployment,Small-Medium,<50k,71.999211344
48397,5,48397,0.266353014,48,0.09,0.0601402018,0.1603584513,0.309,0.135,0.121,0.9301890807,High,High,106225,0.227,109888,0.1487624032,High Unemployment,Large,>60k,80.35866532
48417,5,48417,0.2278787879,48,0.102,0.0527497194,1,0.342,0.183,0.151,0.8804780876,High,High,64931,0.273,3300,0.2254290172,Low Unemployment,Small,>60k,80.444469163
48419,5,48419,0.2583985551,48,0.137,0.0684761398,0.7943256837,0.396,0.223,0.172,0.7798856865,Low,Low,41194,0.359,24915,0.2584785049,High Unemployment,Small-Medium,<50k,74.555675702
48421,5,48421,0.2725470763,48,0.124,0.0306044376,1,0.368,0.17,0.141,0.7444825895,High,High,66408,0.32,3027,0.2826855124,Low Unemployment,Small,>60k,80.445357911
48435,5,48435,0.2348849652,48,0.135,0.097640358,0.1879844961,0.375,0.154,0.132,0.7532414911,High,High,64612,0.336,3738,0.2068511199,High Unemployment,Small,>60k,79.669215389
48437,5,48437,0.2404632153,48,0.155,0.05211212,0.375732111,0.412,0.203,0.16,0.7523984487,Low,Low,39897,0.381,7340,0.2631191309,Low Unemployment,Small-Medium,<50k,73.42159218
48439,5,48439,0.2578476339,48,0.117,0.0734682155,0.0128820133,0.377,0.148,0.132,0.8649811823,High,High,72064,0.288,2123347,0.1893004138,High Unemployment,V Large,>60k,78.62667047
48441,5,48441,0.2477945402,48,0.117,0.0545443551,0.1603348897,0.365,0.167,0.147,0.8949617741,Low,Low,52974,0.289,139200,0.1851919897,Low Unemployment,Large,50-60k,74.907672823
48445,5,48445,0.2733316917,48,0.158,0.0731404959,0.2466998656,0.41,0.199,0.158,0.6972019931,Low,Low,47292,0.397,12183,0.2633696918,High Unemployment,Small-Medium,<50k,73.288766373
48453,5,48453,0.2087253932,48,0.1,0.0628586312,0.0546352217,0.252,0.12,0.115,0.902608306,High,High,82605,0.215,1300503,0.1647958989,High Unemployment,V Large,>60k,81.382475673
48455,5,48455,0.1961970033,48,0.122,0.0807453416,0.7723688721,0.378,0.231,0.174,0.825633383,Low,Low,47685,0.331,14883,0.215235222,High Unemployment,Small-Medium,<50k,74.349021615
48457,5,48457,0.190959196,48,0.113,0.0986163863,0.7813103005,0.382,0.222,0.165,0.8131501472,Low,Low,48809,0.33,21591,0.2007267344,High Unemployment,Small-Medium,<50k,74.941680101
48471,5,48471,0.1491879608,48,0.136,0.0723271746,0.4558288266,0.379,0.195,0.153,0.8597336417,High,High,43002,0.325,72164,0.1916621075,High Unemployment,Large,<50k,78.07717618
48473,5,48473,0.240009051,48,0.13,0.0775499916,0.6164101377,0.387,0.183,0.148,0.852367688,High,High,69460,0.325,57452,0.2391092143,High Unemployment,Large,>60k,78.65001674
48475,5,48475,0.2931305282,48,0.141,0.094312105,0.2788515669,0.381,0.173,0.143,0.7954946397,Low,Low,57257,0.352,12097,0.2124756335,High Unemployment,Small-Medium,50-60k,74.818423467
48477,5,48477,0.2136367448,48,0.114,0.0564942266,0.5349071712,0.369,0.178,0.148,0.8752384586,High,High,62667,0.299,35771,0.1971488178,Low Unemployment,Large,>60k,79.033011099
48479,5,48479,0.3200543069,48,0.178,0.0845044968,0.0259963884,0.418,0.168,0.148,0.681523919,High,High,56588,0.389,277681,0.302342748,High Unemployment,V Large,50-60k,78.531080395
48483,5,48483,0.2474727052,48,0.123,0.060197664,1,0.377,0.198,0.159,0.7989734816,Low,Low,49838,0.326,4946,0.2624007937,High Unemployment,Small,<50k,74.524314691
48487,5,48487,0.2189292543,48,0.142,0.0585976965,0.2189139269,0.388,0.209,0.166,0.7873791927,Low,Low,51774,0.368,12552,0.2176762661,Low Unemployment,Small-Medium,50-60k,74.023221997
48491,5,48491,0.2481294155,48,0.093,0.0585529146,0.1198994982,0.318,0.118,0.12,0.9328125494,High,High,91507,0.24,617855,0.1236876971,Low Unemployment,V Large,>60k,81.603683549
48493,5,48493,0.2350883263,48,0.118,0.057042455,0.8586141013,0.37,0.151,0.131,0.8856991432,High,High,74529,0.294,52023,0.165769746,Low Unemployment,Large,>60k,79.207782382
48495,5,48495,0.2908583745,48,0.145,0.0930923496,0.1812939522,0.394,0.177,0.145,0.6888204225,Low,Low,77960,0.36,7887,0.2104503464,High Unemployment,Small-Medium,>60k,72.456865447
48503,5,48503,0.232126899,48,0.113,0.0525438934,0.3356873315,0.357,0.193,0.155,0.8482365229,Low,Low,54569,0.308,17904,0.2353150334,Low Unemployment,Small-Medium,50-60k,73.955599384
48507,5,48507,0.2826013514,48,0.207,0.1411078717,0.3803202877,0.46,0.199,0.168,0.7572172933,Low,Low,34898,0.463,11840,0.218710493,High Unemployment,Small-Medium,<50k,73.886628149
49000,5,49000,0.2859417228,49,0.083,0.0468305534,0.0941754089,0.299,0.0790073637,0.1363921293,0.9295092461,High,High,77785,0.187,3249879,0.1066837564,Low Unemployment,V Large,>60k,79.717237614
49001,5,49001,0.3174086674,49,0.094,0.0395619922,0.5652436265,0.312,0.116,0.148,0.9137173857,High,High,61858,0.231,6761,0.1321889931,Low Unemployment,Small-Medium,>60k,78.493492581
49003,5,49003,0.3091900995,49,0.092,0.0435967302,0.3109954977,0.342,0.109,0.143,0.9289360271,High,High,73926,0.219,57007,0.1012386801,Low Unemployment,Large,>60k,78.763826931
49005,5,49005,0.2978292976,49,0.094,0.0292017674,0.1568757989,0.338,0.097,0.143,0.9353823135,High,High,65391,0.192,130004,0.0938334898,Low Unemployment,Large,>60k,81.271397341
49011,5,49011,0.3112668136,49,0.087,0.0407492681,0.0091947572,0.339,0.08,0.129,0.9589216072,High,High,92253,0.196,359232,0.0813608817,Low Unemployment,V Large,>60k,80.236491458
49019,5,49019,0.2124336464,49,0.089,0.0952767408,0.2538753388,0.29,0.111,0.14,0.9380692168,High,High,58852,0.208,9796,0.1635846373,High Unemployment,Small-Medium,50-60k,79.393421743
49021,5,49021,0.2789101278,49,0.099,0.0446107066,0.2255485995,0.329,0.111,0.154,0.9338375556,High,High,52942,0.204,56814,0.1232621191,Low Unemployment,Large,50-60k,79.310441944
49025,5,49025,0.2299722012,49,0.088,0.0537157757,0.5491929825,0.305,0.111,0.144,0.9142857143,High,High,58352,0.209,7914,0.1023044693,Low Unemployment,Small-Medium,50-60k,79.714671827
49027,5,49027,0.3102723794,49,0.103,0.0323177916,0.7394225386,0.323,0.123,0.151,0.8964646465,High,High,60316,0.246,13327,0.1495318264,Low Unemployment,Small-Medium,>60k,79.696976115
49029,5,49029,0.3424008987,49,0.072,0.0334472217,0.6284718555,0.293,0.089,0.13,0.9783420463,High,High,103746,0.18,12462,0.0788792306,Low Unemployment,Small-Medium,>60k,80.686912866
49033,5,49033,0.2875203915,49,0.089,0.0344234079,1,0.313,0.114,0.146,0.9566145092,High,High,75531,0.223,2452,0.106022897,Low Unemployment,Small,>60k,85.012715187
49035,5,49035,0.2621017111,49,0.093,0.0507365842,0.0090331227,0.308,0.093,0.141,0.9152092358,High,High,79294,0.205,1165517,0.1135058331,Low Unemployment,V Large,>60k,79.323475858
49039,5,49039,0.245596152,49,0.1,0.0373417722,0.4092804256,0.324,0.131,0.154,0.9195276023,High,High,55033,0.245,31393,0.1479860639,Low Unemployment,Large,50-60k,79.760232764
49043,5,49043,0.2338878562,49,0.07,0.0723862795,0.3919997798,0.218,0.073,0.114,0.9522990976,High,High,115756,0.156,42499,0.1005041382,High Unemployment,Large,>60k,85.546181216
49045,5,49045,0.3171435473,49,0.091,0.0475145365,0.1770071112,0.341,0.106,0.143,0.9206360929,High,High,79101,0.231,74512,0.1048998355,Low Unemployment,Large,>60k,78.351921497
49049,5,49049,0.3244329623,49,0.085,0.0374941883,0.0332698368,0.296,0.065,0.126,0.9516412444,High,High,81804,0.185,651059,0.0937828026,Low Unemployment,V Large,>60k,80.230179775
49051,5,49051,0.3017847025,49,0.077,0.0642940562,0.2685082873,0.287,0.081,0.122,0.9538291679,High,High,87098,0.182,35300,0.1147931775,High Unemployment,Large,>60k,81.675194441
49053,5,49053,0.2500256878,49,0.087,0.053037572,0.1521340912,0.304,0.094,0.143,0.9383879915,High,High,71904,0.192,184913,0.1503659544,Low Unemployment,Large,>60k,81.81714567
49057,5,49057,0.2735153698,49,0.098,0.0478034286,0.0580099984,0.36,0.104,0.144,0.9154941105,High,High,72091,0.237,262658,0.0987307624,Low Unemployment,V Large,>60k,78.102697176
50000,5,50000,0.1815457522,50,0.073,0.0557868266,0.6110451449,0.271,0.1619109484,0.1481366358,0.9349520119,High,High,67717,0.193,623347,0.056759155,Low Unemployment,V Large,>60k,79.67341457
50001,5,50001,0.1621936989,50,0.067,0.049608748,0.7843078678,0.252,0.151,0.131,0.942207337,High,High,73049,0.183,36851,0.0619857996,Low Unemployment,Large,>60k,81.344859424
50005,5,50005,0.1893283959,50,0.08,0.0578553264,0.7439075159,0.287,0.186,0.148,0.9282003711,High,High,52203,0.234,29705,0.058907533,Low Unemployment,Large,50-60k,78.403965867
50007,5,50007,0.1741689287,50,0.066,0.0478036731,0.2598613817,0.231,0.129,0.13,0.9480406735,High,High,80539,0.174,164306,0.0491770528,Low Unemployment,Large,>60k,81.721401328
50009,5,50009,0.1664216887,50,0.085,0.0654853621,1,0.298,0.227,0.166,0.8837894737,High,High,50956,0.267,6123,0.0645377401,High Unemployment,Small-Medium,50-60k,79.801556867
50011,5,50011,0.2191003321,50,0.073,0.0525276311,0.7171490806,0.324,0.176,0.146,0.9105844175,High,High,62763,0.23,49685,0.0539751111,Low Unemployment,Large,>60k,78.789052471
50013,5,50013,0.1738038778,50,0.068,0.0592055958,1,0.257,0.161,0.131,0.9389355742,High,High,79994,0.199,7169,0.0531238969,Low Unemployment,Small-Medium,>60k,80.490815904
50015,5,50015,0.1992423346,50,0.071,0.0783492823,1,0.268,0.168,0.141,0.9249859629,High,High,57909,0.233,25341,0.0690887433,High Unemployment,Large,50-60k,80.36183337
50017,5,50017,0.1800464681,50,0.074,0.0482624229,0.9723873376,0.32,0.17,0.146,0.9268876784,High,High,60624,0.221,28837,0.0625541817,Low Unemployment,Large,>60k,79.822668047
50023,5,50023,0.1814394459,50,0.071,0.048327025,0.5280511976,0.272,0.159,0.136,0.9421297406,High,High,70061,0.188,58328,0.0522104692,Low Unemployment,Large,>60k,79.751549918
50025,5,50025,0.1759133643,50,0.069,0.0631483773,0.6824523173,0.228,0.18,0.147,0.9375059061,High,High,59017,0.186,42015,0.0620072723,High Unemployment,Large,50-60k,78.815940025
50027,5,50027,0.177856987,50,0.07,0.053148407,0.7558849479,0.273,0.161,0.139,0.9468190018,High,High,60842,0.2,54988,0.0642077166,Low Unemployment,Large,>60k,79.137073708
51000,5,51000,0.2172639907,51,0.098,0.0624415355,0.2454598311,0.318,0.1415932868,0.1302538194,0.9033597516,High,High,79154,0.248,8590563,0.0920834667,High Unemployment,V Large,>60k,79.066031582
51003,5,51003,0.1977280121,51,0.085,0.0538050686,0.4502273416,0.277,0.142,0.125,0.9266845485,High,High,79708,0.235,110652,0.087227944,Low Unemployment,Large,>60k,82.247062966
51007,5,51007,0.2027047795,51,0.106,0.0575620767,1,0.352,0.205,0.158,0.8562028047,Low,Low,70511,0.301,13014,0.1156755722,Low Unemployment,Small-Medium,>60k,74.758968153
51013,5,51013,0.1812018208,51,0.08,0.0448305533,0,0.235,0.087,0.098,0.9494501088,High,High,125004,0.183,240119,0.0614938368,Low Unemployment,Large,>60k,85.31091996
51015,5,51015,0.1887019231,51,0.095,0.0459428818,0.664379661,0.325,0.199,0.154,0.8866878398,High,High,67698,0.295,76544,0.0997563448,Low Unemployment,Large,>60k,80.113943225
51019,5,51019,0.1956622521,51,0.091,0.0513289345,0.7843205778,0.334,0.177,0.145,0.9184854613,High,High,70004,0.267,79811,0.0917596608,Low Unemployment,Large,>60k,79.123472336
51023,5,51023,0.1893675854,51,0.087,0.0453325554,0.6409738144,0.313,0.172,0.145,0.9361891651,High,High,70803,0.258,33633,0.0728713182,Low Unemployment,Large,>60k,79.705543353
51027,5,51027,0.1726580313,51,0.125,0.0951937984,1,0.38,0.284,0.205,0.7255592634,Low,Low,35891,0.37,20613,0.1215733015,High Unemployment,Small-Medium,<50k,73.508650868
51029,5,51029,0.1792287978,51,0.132,0.0739274972,1,0.406,0.233,0.169,0.8254986856,High,High,49339,0.34,17168,0.1190455456,High Unemployment,Small-Medium,<50k,78.09097635
51031,5,51031,0.1985932301,51,0.107,0.0590426158,0.6111374494,0.355,0.202,0.158,0.8879459256,High,High,59223,0.289,55304,0.1033827618,Low Unemployment,Large,50-60k,78.375244333
51037,5,51037,0.2111675127,51,0.133,0.0560582219,1,0.397,0.247,0.183,0.8390406873,Low,Low,45084,0.347,11820,0.1241910288,Low Unemployment,Small-Medium,<50k,74.405411237
51041,5,51041,0.2358776815,51,0.102,0.0589562946,0.0592880001,0.356,0.146,0.132,0.925904022,High,High,83598,0.266,358245,0.0908392431,Low Unemployment,V Large,>60k,78.700287963
51043,5,51043,0.1916974422,51,0.089,0.0454787943,0.6952401311,0.319,0.167,0.141,0.9168791915,High,High,88407,0.253,14622,0.0949450549,Low Unemployment,Small-Medium,>60k,78.925561313
51047,5,51047,0.2469151935,51,0.103,0.049528783,0.6192250851,0.317,0.173,0.145,0.870649454,High,High,80151,0.286,53569,0.1110019187,Low Unemployment,Large,>60k,78.381893353
51049,5,51049,0.1946038458,51,0.121,0.0612825564,0.9600079586,0.375,0.216,0.167,0.8576737784,High,High,51035,0.326,9933,0.1053675304,High Unemployment,Small-Medium,50-60k,78.551966677
51051,5,51051,0.1917886063,51,0.118,0.0796460177,1,0.362,0.258,0.196,0.782026235,Low,Low,38394,0.356,14078,0.1027305709,High Unemployment,Small-Medium,<50k,72.565500675
51059,5,51059,0.2321203427,51,0.084,0.0581081705,0.0139397592,0.242,0.105,0.101,0.9268369587,High,High,132509,0.207,1150847,0.0905906043,Low Unemployment,V Large,>60k,85.186321596
51061,5,51061,0.2296632614,51,0.088,0.0467510594,0.5749582074,0.319,0.147,0.132,0.9186577292,High,High,106977,0.24,71361,0.0910626224,Low Unemployment,Large,>60k,79.987092135
51065,5,51065,0.195718766,51,0.089,0.0526124025,0.629130824,0.314,0.162,0.138,0.9247850278,High,High,79598,0.234,27422,0.0906557137,Low Unemployment,Large,>60k,80.435721831
51069,5,51069,0.2267803641,51,0.088,0.0464676371,0.4477236447,0.326,0.166,0.14,0.8842157023,High,High,83033,0.259,91119,0.0946278138,Low Unemployment,Large,>60k,79.531483208
51071,5,51071,0.1991838204,51,0.096,0.0625403799,0.662848548,0.343,0.209,0.162,0.8995144433,Low,Low,55983,0.284,16663,0.0921226232,High Unemployment,Small-Medium,50-60k,73.748103028
51075,5,51075,0.1694568376,51,0.089,0.0486447675,0.9699313902,0.318,0.154,0.132,0.9308050944,High,High,101927,0.237,24431,0.0639821285,Low Unemployment,Small-Medium,>60k,81.008088497
51079,5,51079,0.233272068,51,0.096,0.0523632085,0.5124164538,0.339,0.185,0.151,0.879407256,High,High,70046,0.277,20131,0.1076039286,Low Unemployment,Small-Medium,>60k,79.902094836
51081,5,51081,0.1605496454,51,0.149,0.0677046473,0.8701298701,0.398,0.234,0.16,0.7809307605,Low,Low,48578,0.35,11280,0.0855797337,High Unemployment,Small-Medium,<50k,74.044511852
51083,5,51083,0.2011714685,51,0.127,0.0703083817,0.7708120637,0.373,0.22,0.168,0.8244308762,Low,Low,43386,0.329,33633,0.1053733989,High Unemployment,Large,<50k,74.756754121
51085,5,51085,0.2157451368,51,0.083,0.0482963372,0.390855472,0.342,0.156,0.131,0.9388752725,High,High,97717,0.226,108262,0.0667358349,Low Unemployment,Large,>60k,79.259967439
51087,5,51087,0.2232162653,51,0.098,0.0649064723,0.0426898203,0.297,0.143,0.13,0.92452937,High,High,80105,0.246,333766,0.0880881969,High Unemployment,V Large,>60k,78.807787323
51089,5,51089,0.1928481981,51,0.129,0.0762704746,0.6072094698,0.389,0.228,0.178,0.8023203214,Low,Low,41706,0.362,50309,0.1143446686,High Unemployment,Large,<50k,74.376727546
51091,5,51091,0.1277272727,51,0.093,0.0371267151,1,0.325,0.199,0.157,0.89905549,High,High,52898,0.278,2200,0.1461154669,Low Unemployment,Small,50-60k,79.59255748
51093,5,51093,0.209092114,51,0.104,0.0511732663,0.5738588035,0.34,0.186,0.146,0.8888263545,High,High,75481,0.279,37725,0.0823973827,Low Unemployment,Large,>60k,78.853272499
51095,5,51095,0.194055043,51,0.085,0.0691230374,0.1585160202,0.314,0.131,0.124,0.9544496297,High,High,86501,0.221,77612,0.0692647635,High Unemployment,Large,>60k,81.623811167
51097,5,51097,0.1744454048,51,0.111,0.0512024825,1,0.367,0.198,0.152,0.9065281899,Low,Low,60133,0.304,6942,0.1227443609,Low Unemployment,Small-Medium,>60k,74.004384307
51099,5,51099,0.2440378365,51,0.094,0.0446486721,0.7318945047,0.342,0.158,0.134,0.9252436482,High,High,90786,0.243,27381,0.0671768338,Low Unemployment,Large,>60k,78.275974269
